NDB_No,Shrt_Desc,Energ_Kcal,Energ_Kcal,Protein_(g),Carbohydrt_(g),Vit_C_(mg),Sodium_(mg),Calcium_(mg),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2
20003,ARROWROOT FLOUR,357,357,0.3,88.15,0,2,40,0,128,1 cup,,
11697,"ARROWROOT,RAW",65,65,4.24,13.39,1.9,26,6,0,120,"1 cup, sliced",33,1 root
11702,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,W/SALT",51,51,2.89,11.39,7.4,296,21,0,120,"1 artichoke,  medium",84,".5 cup, hearts"
11008,"ARTICHOKES,(GLOBE OR FRENCH),CKD,BLD,DRND,WO/SALT",53,53,2.89,11.95,7.4,60,21,0,120,"1 artichoke,  medium",84,".5 cup, hearts"
11703,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,W/SALT",45,45,3.11,9.18,5,289,21,0,168,1 cup,240,"1 package,  (9 oz), yields"
11010,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,CKD,BLD,DRND,WO/SALT",45,45,3.11,9.18,5,53,21,0,168,1 cup,240,"1 package,  (9 oz), yields"
11009,"ARTICHOKES,(GLOBE OR FRENCH),FRZ,UNPREP",38,38,2.63,7.75,5.3,47,19,0,84,.33 package,255,"1 package,  (9 oz)"
11007,"ARTICHOKES,(GLOBE OR FRENCH),RAW",47,47,3.27,10.51,11.7,94,44,0,128,"1 artichoke,  medium",162,"1 artichoke,  large"
18566,"ARTIFICIAL BLUEBERRY MUFFIN MIX,DRY",407,407,4.7,77.45,,760,,,31,1 muffin,,
11959,"ARUGULA,RAW",25,25,2.58,3.65,15,27,160,0,2,1 leaf,10,.5 cup
35004,ASCIDIANS (TUNUGHNAK) (ALASKA NATIVE),20,20,3.8,0,0,656,47,7,,,,
11012,"ASPARAGUS,CKD,BLD,DRND",22,22,2.4,4.11,7.7,14,23,0,90,.5 cup,60,"4 spears,  (1/2"" base)"
11705,"ASPARAGUS,CKD,BLD,DRND,W/SALT",22,22,2.4,4.11,7.7,240,23,0,90,.5 cup,60,"4 spears,  (1/2"" base)"
11015,"ASPARAGUS,CND,DRND SOL",19,19,2.14,2.46,18.4,287,16,0,242,1 cup,18,"1 spear,  (about 5"" long)"
11707,"ASPARAGUS,CND,NO SALT,SOL&LIQUIDS",15,15,1.8,2.48,16.5,26,15,0,122,.5 cup,411,"1 can,  (300 x 407)"
11013,"ASPARAGUS,CND,REG PK,SOL&LIQUIDS",15,15,1.8,2.48,16.5,284,15,0,122,.5 cup,411,"1 can,  (300 x 407)"
11709,"ASPARAGUS,FRZ,CKD,BLD,DRND,W/SALT",18,18,2.95,1.92,24.4,240,18,0,180,1 cup,293,"1 package,  (10 oz) yields"
11019,"ASPARAGUS,FRZ,CKD,BLD,DRND,WO/SALT",18,18,2.95,1.92,24.4,3,18,0,180,1 cup,293,"1 package,  (10 oz) yields"
11018,"ASPARAGUS,FRZ,UNPREP",24,24,3.23,4.1,31.8,8,25,0,58,4 spears,284,"1 package,  (10 oz)"
11011,"ASPARAGUS,RAW",20,20,2.2,3.88,5.6,2,24,0,134,1 cup,12,"1 spear,  small (5"" long or less)"
18984,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE",494,494,7.5,60,,900,160,3,39,1 package,,
18987,"AUSTIN,CHEDDAR CHS ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",461,461,7.8,68,,884,144,3,36,1 package,,
28258,"AUSTIN,CHEDDAR CHS ON WAFER CRACKERS,SANDWICH-TYPE",489,489,7.8,62.6,,978,156,3,39,1 package,,
18983,"AUSTIN,CHEDDAR CHS ON WHEAT CRACKERS,SANDWICH-TYPE",495,495,7.9,61.4,,839,151,3,39,1 package,,
18985,"AUSTIN,CHOCOLATEY PNUT BUTTER CRACKERS,SANDWICH-TYPE",479,479,7.7,66.2,,584,,0,39,1 package,,
18986,"AUSTIN,GRILLED CHS ON WAFER CRACKERS,SANDWICH-TYPE",493,493,7.9,62,,910,129,3,39,1 package,,
18990,"AUSTIN,PB & J CRACKERS,SANDWICH-TYPE",484,484,7.6,65.7,,582,,0,39,1 package,,
28256,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE",492,492,10.8,59,,843,50,0,39,1 package,,
18988,"AUSTIN,PNUT BUTTER ON CHS CRACKERS,SANDWICH-TYPE,RED FAT",461,461,9.7,66.3,,726,,0,36,1 package,,
28257,"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE",489,489,10.6,60.2,,772,54,0,39,1 package,,
18989,"AUSTIN,PNUT BUTTER ON TOASTY CRACKERS,SANDWICH-TYPE,RED FAT",463,463,9.5,67.2,,648,,0,36,1 package,,
9037,"AVOCADOS,RAW,ALL COMM VAR",160,160,2,8.53,10,7,12,0,150,"1 cup, cubes",230,"1 cup, pureed"
9038,"AVOCADOS,RAW,CALIFORNIA",167,167,1.96,8.64,8.8,8,13,0,230,"1 cup, pureed",136,"1 fruit, without skin and seed"
9039,"AVOCADOS,RAW,FLORIDA",120,120,2.23,7.82,17.4,2,10,0,230,"1 cup, pureed",304,"1 fruit, without skin and seeds"
3994,"BABYFD,FRU,BAN AND STRAW, JU",109,109,0.71,25.78,12.9,1,0,0,140,1 bottle,,
3998,"BABYFD,SNK,GE,GRAD,LIL CRUNCH,BKD,WHLGRN,CORN SNK",503,503,0,61.59,0,71,285,13,7,18 piece,,
3995,"BABYFOO,BAN WI MIX BERR,ST",92,92,1.01,21.31,18.2,0,0,0,99,1 packet,,
3072,BABYFOOD  DINNER  CHICK STEW  TODD,78,78,5.2,6.4,1.9,25,36,29,16,1 tbsp,28.35,1 oz
3301,"Babyfood, beverage, GERBER GRADUATE FRUIT SPLASHERS",31,31,0,7.4,35.3,11,71,0,113,4 oz,227,8 oz
3017,"Babyfood, meat, turkey sticks, junior",188,188,13.7,1.4,1.5,440,83,65,10,1 stick,71,1 jar
3996,"Babyfood, Multigrain whole grain cereal, dry fortified",405,405,6.25,80.89,0,0,750,0,,,,
42150,"BABYFOOD,APPL YOGURT DSSRT,STR",96,96,0.8,19.5,35.1,20,6,6,15,1 tbsp,113,"1 jar,  NFS"
3167,"BABYFOOD,APPLE-BANANA JUC",51,51,0.2,12.3,27.9,4,7,0,31.2,1 fl oz,131,"1 bottle,  Earth's Best (4.2 fl oz)"
3169,"BABYFOOD,APPLE-CRANBERRY JUC",46,46,0,11.49,27.9,5,6,0,31.2,1 fl oz,,
3289,"BABYFOOD,APPLS W/HAM,STR",62,62,2.6,10.9,0.1,9,4,8,15,1 tbsp,113,"1 jar,  NFS"
3115,"BABYFOOD,APPLS,DICES,TODD",51,51,0.2,12.1,31.3,6,10,0,28.35,1 oz,,
3997,"BABYFOOD,BABY MUM MUM RICE BISCUITS",391,391,12.5,83.21,0,313,0,0,8,4 biscuit,,
43550,"BABYFOOD,BANANA APPL DSSRT,STR",68,68,0.3,16.3,12.3,7,3,0,15,1 tbsp,113,"1 jar,  NFS"
42119,"BABYFOOD,BANANA JUC W/LOFAT YOGURT",89,89,2.5,17.54,33.9,37,79,3,31.5,1 fl oz,126,"1 bottle,  NFS"
43546,"BABYFOOD,BANANA NO TAPIOCA,STR",91,91,1,21.34,21.9,2,4,0,15,1 tbsp,113,"1 jar,  NFS"
42284,"BABYFOOD,BKD PRODUCT,FINGER SNACKS CRL FORT",421,421,6.4,76.68,10,214,400,0,1.7,1 cookie,,
3290,"BABYFOOD,CARROTS&BF,STR",59,59,3.4,5.7,0.8,69,22,8,15,1 tbsp,113,"1 jar,  NFS"
42316,"BABYFOOD,CARROTS,TODDLER",26,26,0.6,5.23,0.7,48,19,0,28.35,1 oz,,
3222,"BABYFOOD,CHERRY COBBLER,JR",78,78,0.3,19.2,9.3,0,5,0,28.35,1 oz,,
3206,"BABYFOOD,COOKIE,BABY,FRUIT",435,435,6.8,73.7,1.5,9,83,4,8,1 cookie,,
3213,"BABYFOOD,COOKIES",433,433,11.8,67.1,7,300,101,12,28.35,1 oz,6.5,1 cookie
3214,"BABYFOOD,COOKIES,ARROWROOT",424,424,7.6,75.4,5.5,319,32,0,28.35,1 oz,5,1 cookie
3934,"BABYFOOD,CORN & SWT POTATOES,STR",68,68,1.26,15.23,5,14,18,1,28.35,1 oz,,
3209,"BABYFOOD,CRACKERS,VEG",477,477,8.4,66.85,50.5,571,41,0,0.7,1 cracker,,
3181,"BABYFOOD,CRL,BARLEY,DRY FORT",376,376,13.2,69.4,2.2,12,795,0,2.4,1 tbsp,15,.5 oz
3681,"BABYFOOD,CRL,BARLEY,PREP W/WHL MILK",84,84,3.73,9.94,0.2,43,162,10,28.35,1 oz,,
42285,"BABYFOOD,CRL,BROWN RICE,DRY,INST",406,406,8.7,85.98,0,12,55,0,3.7,1 tbsp,,
3201,"BABYFOOD,CRL,EGG YOLKS&BACON,JR",79,79,2.5,6.2,0.9,48,28,94,28.35,1 oz,170,1 jar
3682,"BABYFOOD,CRL,HI PROT,PREP W/WHL MILK",111,111,8.7,11.6,,49,218,,28.35,1 oz,,
3211,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",374,374,25.4,57.6,3.1,104,751,0,2.4,1 tbsp,14.2,.5 oz
3711,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,PREP W/WHL MILK",112,112,6.9,13.4,,58,223,,28.35,1 oz,,
3185,"BABYFOOD,CRL,MXD,DRY FORT",379,379,12.2,73.4,2.3,3,733,0,2.5,1 tbsp,15,.5 oz
3685,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",96,96,4.14,12.3,0.3,42,220,9,28.35,1 oz,,
3188,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,JR",83,83,1.2,18.4,9.1,3,4,0,28.35,1 oz,170,1 jar
3187,"BABYFOOD,CRL,MXD,W/ APPLSAUC & BANANAS,STR",82,82,1.2,18,25.5,3,6,0,28.35,1 oz,113,1 jar
3186,"BABYFOOD,CRL,MXD,W/ BANANAS,DRY",391,391,10.7,77.1,3.6,0,696,0,2.5,1 tbsp,15,.5 oz
3686,"BABYFOOD,CRL,MXD,W/BANANAS,PREP W/WHL MILK",86,86,3.82,10,0.4,48,153,10,28.35,1 oz,,
3704,"BABYFOOD,CRL,MXD,W/HONEY,PREP W/WHL MILK",115,115,5,15.9,,48,294,,28.35,1 oz,,
3189,"BABYFOOD,CRL,OATMEAL,DRY FORT",394,394,10.99,73.47,0,21,1160,0,3.2,1 tbsp,15,.5 oz
3689,"BABYFOOD,CRL,OATMEAL,PREP W/WHL MILK",116,116,5,15.3,1.3,46,220,11,28.35,1 oz,,
3192,"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,JR",75,75,1.3,15.8,24.5,3,6,0,28.35,1 oz,170,1 jar
3191,"BABYFOOD,CRL,OATMEAL,W/ APPLSAUC & BANANAS,STR",74,74,1.3,15.4,21.8,3,9,0,28.35,1 oz,113,1 jar
3190,"BABYFOOD,CRL,OATMEAL,W/ BANANAS,DRY",393,393,12,73.4,4.7,6,651,0,2.5,1 tbsp,15,.5 oz
3690,"BABYFOOD,CRL,OATMEAL,W/BANANAS,PREP W/WHL MILK",86,86,3.82,10,0.4,48,153,10,28.35,1 oz,,
3193,"BABYFOOD,CRL,OATMEAL,W/HONEY,DRY",391,391,13.5,69.3,0,47,1154,,2.4,1 tbsp,14.2,.5 oz
3693,"BABYFOOD,CRL,OATMEAL,W/HONEY,PREP W/WHL MILK",115,115,5,15.3,,49,289,,28.35,1 oz,,
43544,"BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST FORT",389,389,6.6,88.5,250,2,38,0,15,1 serving,,
3194,"BABYFOOD,CRL,RICE,DRY FORT",390,390,6.65,83.14,2.4,32,860,0,2.5,1 tbsp,15,.5 oz
3694,"BABYFOOD,CRL,RICE,PREP W/WHL MILK",85,85,3.45,10.31,0.2,42,168,10,28.35,1 oz,,
3195,"BABYFOOD,CRL,RICE,W/ APPLSAUC & BANANAS,STR",80,80,1.2,17.1,31.6,4,17,0,16,1 tbsp,28.35,1 oz
3212,"BABYFOOD,CRL,RICE,W/ BANANAS,DRY",404,404,8.7,79.9,2,0,691,0,2.5,1 tbsp,15,.5 oz
3712,"BABYFOOD,CRL,RICE,W/BANANAS,PREP W/WHL MILK",86,86,3.57,10.49,0.2,47,156,10,28.35,1 oz,,
3696,"BABYFOOD,CRL,RICE,W/HONEY,PREP W/WHL MILK",115,115,3.9,17.1,0,49,291,,28.35,1 oz,,
3198,"BABYFOOD,CRL,W/EGG YOLKS,JR",52,52,1.9,7.1,0.7,33,24,63,28.35,1 oz,170,1 jar
3197,"BABYFOOD,CRL,W/EGG YOLKS,STR",51,51,1.9,7,0.7,33,24,63,28.35,1 oz,113,1 jar
3199,"BABYFOOD,CRL,W/EGGS,STR",58,58,2.2,8,0.8,38,27,51,28.35,1 oz,113,1 jar
3184,"BABYFOOD,CRL,WHL WHEAT,W/ APPLS,DRY FORT",402,402,12.6,77.2,58.3,25,600,0,15,.5 oz,,
3297,"BABYFOOD,DINNER,APPLS&CHICK,STR",65,65,2.16,10.88,0.2,12,18,5,28.35,1 oz,113,1 jar
3043,"BABYFOOD,DINNER,BF LASAGNA,TODD",77,77,4.2,10,1.9,41,18,,28.35,1 oz,170,1 jar
3287,"BABYFOOD,DINNER,BF NOODLE,JR",57,57,2.5,7.3,1.4,26,8,8,16,1 tbsp,28.35,1 oz
3047,"BABYFOOD,DINNER,BF NOODLE,STR",63,63,2.44,8.18,0.1,15,10,8,16,1 tbsp,28.35,1 oz
3052,"BABYFOOD,DINNER,BF STEW,TODD",51,51,5.1,5.5,3,106,9,13,28.35,1 oz,170,1 jar
3055,"BABYFOOD,DINNER,BF W/VEG",96,96,2.03,6.36,0,38,19,12,113,"1 jar,  Beech-Nut Stage 2 (4 oz)",,
3049,"BABYFOOD,DINNER,BF&RICE,TODD",82,82,5,8.8,3.9,32,11,,28.35,1 oz,170,1 jar
3298,"BABYFOOD,DINNER,BROCCOLI & CHICK,JR",62,62,3.59,6.34,17.7,17,37,13,29,1 tbsp,162,1 container
3069,"BABYFOOD,DINNER,CHICK NOODLE,JR",55,55,2.37,8.79,0.1,35,21,9,16,1 tbsp,28.35,1 oz
3068,"BABYFOOD,DINNER,CHICK NOODLE,STR",66,66,2.69,9.08,0.1,38,27,16,16,1 tbsp,28.35,1 oz
3070,"BABYFOOD,DINNER,CHICK SOUP,STR",50,50,1.6,7.2,1,16,37,4,113,"1 jar,  Beech-Nut Stage 2 (4 oz)",16,1 tbsp
43373,"BABYFOOD,DINNER,CHICK&NOODLE W/VEG,TODD",66,66,3.8,8.89,1.7,235,11,28,16,1 tbsp,170,"1 jar,  NFS"
43008,"BABYFOOD,DINNER,CHICK&RICE",51,51,1.6,9.2,1,25,18,10,16,1 tbsp,113,"1 jar,  Gerber (4 oz)"
3090,"BABYFOOD,DINNER,MACARONI&CHS,JR",61,61,2.6,8.2,1.3,266,51,6,28.35,1 oz,170,1 jar
3089,"BABYFOOD,DINNER,MACARONI&CHS,STR",67,67,3.14,8.95,0.1,119,66,7,28.35,1 oz,113,1 jar
3045,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,JR",59,59,2.5,9.4,1.5,35,14,4,16,1 tbsp,28.35,1 oz
3044,"BABYFOOD,DINNER,MACARONI&TOMATO&BF,STR",61,61,2.36,9.45,0.3,38,17,7,16,1 tbsp,28.35,1 oz
43432,"BABYFOOD,DINNER,MACARONI,BF&TOMATO SAU,TODD",81,81,4.34,11.53,1.9,35,12,7,16,1 tbsp,,
3279,"BABYFOOD,DINNER,MXD VEG,JR",34,34,1.01,7.88,3.3,40,17,0,99,1 serving,,
3278,"BABYFOOD,DINNER,MXD VEG,STR",41,41,1.2,9.5,2.8,38,22,,28.35,1 oz,113,1 jar
3077,"BABYFOOD,DINNER,PASTA W/VEG",60,60,1.7,8.4,2.9,11,14,5,113,"1 jar,  Gerber (4 oz)",,
3304,"BABYFOOD,DINNER,POTATOES W/CHS&HAM,TODD",78,78,3.5,11.97,0.1,205,53,6,28.35,1 oz,,
3050,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,JR",68,68,2.57,11.42,0.2,30,15,5,16,1 tbsp,28.35,1 oz
3051,"BABYFOOD,DINNER,SPAGHETTI&TOMATO&MEAT,TODD",75,75,5.3,10.8,4.1,239,22,,28.35,1 oz,170,1 jar
3303,"BABYFOOD,DINNER,SWT POTATOES&CHICK,STR",74,74,2.51,11.04,0,22,30,11,16,1 tbsp,113,"1 jar,  Beech-Nut Stage 2 (4 oz)"
3083,"BABYFOOD,DINNER,TURKEY & RICE,JR",56,56,2.37,9.57,0.3,23,24,4,16,1 tbsp,28.35,1 oz
3082,"BABYFOOD,DINNER,TURKEY&RICE,STR",52,52,2.27,7.94,0.2,19,18,5,16,1 tbsp,28.35,1 oz
3073,"BABYFOOD,DINNER,VEG CHICK,STR",59,59,2.47,8.42,0.1,24,27,11,256,1 cup,16,1 tbsp
3059,"BABYFOOD,DINNER,VEG&BACON,STR",69,69,1.92,8.81,0.3,49,14,4,256,1 cup,16,1 tbsp
3054,"BABYFOOD,DINNER,VEG&BF,JR",77,77,2.21,8.84,0.2,31,17,7,256,1 cup,16,1 tbsp
3053,"BABYFOOD,DINNER,VEG&BF,STR",77,77,2.21,8.84,0.2,31,17,7,256,1 cup,16,1 tbsp
3274,"BABYFOOD,DINNER,VEG&CHICK,JR",53,53,2.04,8.66,0.2,34,27,7,256,1 cup,16,1 tbsp
3042,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,JR",48,48,2.1,8,0.8,52,14,,28.35,1 oz,170,1 jar
3041,"BABYFOOD,DINNER,VEG&DUMPLINGS&BF,STR",48,48,2,7.7,0.8,49,14,,28.35,1 oz,113,1 jar
3062,"BABYFOOD,DINNER,VEG&HAM,JR",60,60,2.02,8.64,1.1,45,14,3,256,1 cup,16,1 tbsp
3061,"BABYFOOD,DINNER,VEG&HAM,STR",59,59,2.19,7.8,1.6,16,16,5,256,1 cup,16,1 tbsp
3067,"BABYFOOD,DINNER,VEG&LAMB,JR",51,51,2.1,7.1,1.7,13,13,5,28.35,1 oz,170,1 jar
3066,"BABYFOOD,DINNER,VEG&LAMB,STR",52,52,2,6.9,1.2,20,12,6,256,1 cup,16,1 tbsp
3081,"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,JR",52,52,1.8,7.6,0.8,17,32,,28.35,1 oz,170,1 jar
3079,"BABYFOOD,DINNER,VEG&NOODLES&TURKEY,STR",44,44,1.2,6.8,0.8,21,32,,28.35,1 oz,113,1 jar
3085,"BABYFOOD,DINNER,VEG&TURKEY,JR",53,53,1.72,7.55,0.4,45,16,4,256,1 cup,16,1 tbsp
3084,"BABYFOOD,DINNER,VEG&TURKEY,STR",48,48,2.32,7.62,0.7,20,27,4,256,1 cup,16,1 tbsp
3076,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,JR",64,64,1.7,9.1,0.8,26,26,,28.35,1 oz,170,1 jar
3075,"BABYFOOD,DINNER,VEG,NOODLES&CHICK,STR",63,63,2,7.9,0.7,20,28,,28.35,1 oz,113,1 jar
43004,"BABYFOOD,DSSRT,BANANA PUDD,STR",68,68,1,14.14,12,54,11,29,15,1 tbsp,113,"1 jar,  NFS"
43539,"BABYFOOD,DSSRT,BANANA YOGURT,STR",78,78,1.1,17.35,13.9,14,30,1,15,1 tbsp,113,"1 jar,  NFS"
43537,"BABYFOOD,DSSRT,BLUEBERRY YOGURT,STR",77,77,0.5,17.05,12.4,14,25,4,15,1 tbsp,113,"1 jar,  NFS"
3225,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,JR",69,69,0.2,18.4,1.1,0,5,10,28.35,1 oz,170,1 jar
3224,"BABYFOOD,DSSRT,CHERRY VANILLA PUDD,STR",68,68,0.2,17.8,1.1,0,5,10,28.35,1 oz,113,1 jar
3246,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,JR",86,86,1.76,17.58,0.4,26,54,38,229,1 cup,14,1 tbsp
3245,"BABYFOOD,DSSRT,CUSTARD PUDD,VANILLA,STR",85,85,1.6,16,0.8,0,55,8,229,1 cup,14,1 tbsp
3221,"BABYFOOD,DSSRT,DUTCH APPL,JR",79,79,0.2,19.18,18,3,3,0,28.35,1 oz,170,1 jar
3220,"BABYFOOD,DSSRT,DUTCH APPL,STR",75,75,0.2,19.74,21.4,0,5,0,28.35,1 oz,113,1 jar
3236,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,JR",63,63,0.3,17.2,3,0,9,0,15,1 tbsp,28.35,1 oz
3235,"BABYFOOD,DSSRT,FRUIT DSSRT,WO/VIT C,STR",59,59,0.3,16,2.5,0,9,0,15,1 tbsp,28.35,1 oz
3226,"BABYFOOD,DSSRT,FRUIT PUDD,ORANGE,STR",80,80,1.1,17.7,9.1,20,32,3,28.35,1 oz,113,1 jar
3233,"BABYFOOD,DSSRT,FRUIT PUDD,PNAPPL,STR",81,81,1.3,20.3,27.2,0,31,0,15,1 tbsp,28.35,1 oz
3228,"BABYFOOD,DSSRT,PEACH COBBLER,JR",67,67,0.3,18.3,20.5,0,4,0,15,1 tbsp,28.35,1 oz
3227,"BABYFOOD,DSSRT,PEACH COBBLER,STR",65,65,0.3,17.8,20.5,7,4,0,15,1 tbsp,28.35,1 oz
3230,"BABYFOOD,DSSRT,PEACH MELBA,JR",60,60,0.3,16.4,26,9,11,,28.35,1 oz,220,1 jar
3229,"BABYFOOD,DSSRT,PEACH MELBA,STR",60,60,0.2,16.5,31.4,9,10,,28.35,1 oz,113,1 jar
43536,"BABYFOOD,DSSRT,PEACH YOGURT",76,76,0.9,17.6,11.7,14,27,4,15,1 tbsp,113,"1 jar,  NFS"
3238,"BABYFOOD,DSSRT,TROPICAL FRUIT,JR",60,60,0.2,16.4,18.8,7,10,,28.35,1 oz,113,1 jar
3964,"BABYFOOD,FORT CRL BAR,FRUIT FILLING",344,344,5.43,68.63,2.4,157,1053,1,19,1 bar,,
3154,"BABYFOOD,FRUIT & VEG,APPL & SWT POTATO",64,64,0.3,15.3,6.4,3,8,0,113,"1 jar,  Gerber (4 oz)",,
3140,"BABYFOOD,FRUIT DSSRT,MANGO W/ TAPIOCA",70,70,0.3,19,15.8,4,8,0,15,1 tbsp,28.35,1 oz
43585,"BABYFOOD,FRUIT SUPREME DSSRT",73,73,0.5,17.18,12.7,1,6,0,15,1 tbsp,,
3153,"BABYFOOD,FRUIT,APPL & RASPBERRY,JR",58,58,0.2,15.4,28.9,0,5,0,28.35,1 oz,170,1 jar
3152,"BABYFOOD,FRUIT,APPL & RASPBERRY,STR",58,58,0.2,15.6,26.8,0,5,0,28.35,1 oz,113,1 jar
3165,"BABYFOOD,FRUIT,APPL&BLUEBERRY,JR",62,62,0.2,16.6,13.9,1,5,0,28.35,1 oz,170,1 jar
3164,"BABYFOOD,FRUIT,APPL&BLUEBERRY,STR",61,61,0.2,16.3,27.8,1,4,0,28.35,1 oz,113,1 jar
3145,"BABYFOOD,FRUIT,APPLSAUC & CHERRIES,JR",51,51,0,14.1,42.8,1,1,0,28.35,1 oz,170,1 jar
3147,"BABYFOOD,FRUIT,APPLSAUC W/BANANA,JR",66,66,0.37,16.16,17.3,3,5,0,16,1 tbsp,170,"1 jar,  NFS"
3143,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,JR",47,47,0.2,12.4,17.9,0,6,0,16,1 tbsp,28.35,1 oz
3142,"BABYFOOD,FRUIT,APPLSAUC&APRICOTS,STR",44,44,0.2,11.64,18.9,0,6,0,16,1 tbsp,28.35,1 oz
3144,"BABYFOOD,FRUIT,APPLSAUC&CHERRIES,STR",51,51,0,14.1,42.8,1,1,0,28.35,1 oz,113,1 jar
3151,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,JR",39,39,0.1,10.5,26.8,2,4,0,28.35,1 oz,170,1 jar
3150,"BABYFOOD,FRUIT,APPLSAUC&PNAPPL,STR",37,37,0.1,10.1,28.1,2,4,0,28.35,1 oz,113,1 jar
3117,"BABYFOOD,FRUIT,APPLSAUC,JR",37,37,0,10.3,37.8,1,5,0,16,1 tbsp,28.35,1 oz
3116,"BABYFOOD,FRUIT,APPLSAUC,STR",41,41,0.2,10.8,38.3,0,4,0,16,1 tbsp,28.35,1 oz
3128,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,JR",63,63,0.3,17.3,17.9,0,8,0,15,1 tbsp,28.35,1 oz
3118,"BABYFOOD,FRUIT,APRICOT W/TAPIOCA,STR",60,60,0.3,16.3,21.6,0,9,0,15,1 tbsp,28.35,1 oz
3163,"BABYFOOD,FRUIT,BANANAS W/APPLS&PEARS,STR",83,83,0.9,19.31,13.9,2,5,0,15,1 tbsp,113,"1 jar,  NFS"
3280,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,JR",67,67,0.4,17.8,25.7,0,8,0,15,1 tbsp,28.35,1 oz
3129,"BABYFOOD,FRUIT,BANANAS W/TAPIOCA,STR",56,56,0.4,15.3,16.7,0,5,0,15,1 tbsp,28.35,1 oz
3156,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,JR",68,68,0.2,18.4,21.2,0,7,0,15,1 tbsp,28.35,1 oz
3157,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",65,65,0.2,17.8,19.2,0,7,0,15,1 tbsp,28.35,1 oz
3160,"BABYFOOD,FRUIT,GUAVA&PAPAYA W/TAPIOCA,STR",63,63,0.2,17,80.9,4,7,,28.35,1 oz,113,1 jar
3162,"BABYFOOD,FRUIT,PAPAYA&APPLSAUC W/TAPIOCA,STR",70,70,0.2,18.9,113.1,5,7,,28.35,1 oz,113,1 jar
3131,"BABYFOOD,FRUIT,PEACHES,JR",65,65,0.94,14.48,46.1,4,4,0,17,1 tbsp,28.35,1 oz
3130,"BABYFOOD,FRUIT,PEACHES,STR",65,65,0.94,14.48,46.1,4,4,0,17,1 tbsp,28.35,1 oz
3159,"BABYFOOD,FRUIT,PEARS&PNAPPL,JR",44,44,0.3,11.4,16.8,0,10,0,16,1 tbsp,28.35,1 oz
3158,"BABYFOOD,FRUIT,PEARS&PNAPPL,STR",41,41,0.3,10.9,27.5,0,10,0,16,1 tbsp,28.35,1 oz
3133,"BABYFOOD,FRUIT,PEARS,JR",44,44,0.3,11.6,22,1,8,0,16,1 tbsp,28.35,1 oz
3132,"BABYFOOD,FRUIT,PEARS,STR",42,42,0.3,10.8,24.5,1,8,0,16,1 tbsp,28.35,1 oz
3135,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,JR",74,74,0.1,20.5,0.8,0,6,0,15,1 tbsp,28.35,1 oz
3134,"BABYFOOD,FRUIT,PLUMS W/TAPIOCA,WO/VIT C,STR",71,71,0.1,19.7,1.1,0,6,0,15,1 tbsp,28.35,1 oz
3137,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,JR",70,70,0.6,18.7,0.8,2,15,0,28.35,1 oz,170,1 jar
3136,"BABYFOOD,FRUIT,PRUNES W/TAPIOCA,WO/VIT C,STR",69,69,0.6,18.5,0.8,5,15,0,15,1 tbsp,28.35,1 oz
43007,"BABYFOOD,FRUIT,TUTTI FRUTTI,JR",69,69,0.4,16,7.2,17,14,15,15,1 tbsp,170,"1 jar,  NFS"
43006,"BABYFOOD,FRUIT,TUTTI FRUTTI,STR",66,66,0.4,15.48,12.4,25,15,15,15,1 tbsp,113,"1 jar,  NFS"
